618,000000	 	582,799988	 	568,900024	 	575,200012	 	565,200012	 	
295,000000	 	212,000000	 	217,600006	 	213,500000	 	210,199997	 	
879,000000	 	757,900024	 	774,599976	 	814,799988	 	748,099976	 	
566,000000	 	431,000000	 	466,399994	 	508,299988	 	431,000000	 	
1963,000000	 	1850,599976	 	1831,199951	 	1846,500000	 	1820,500000	 	
2336,000000	 	2016,400024	 	2045,699951	 	2105,600098	 	1977,800049	 	
3337,000000	 	3167,600098	 	3219,199951	 	3296,600098	 	3095,000000	 	
1602,000000	 	1355,800049	 	1412,400024	 	1524,800049	 	1268,599976	 	
6754,000000	 	6548,899902	 	6576,299805	 	6684,500000	 	6539,600098	 	
6437,000000	 	6263,200195	 	6273,299805	 	6406,700195	 	6245,000000	 	
