INSTANCIA 150_150_3

ALFA 0.15 =============

EXECUCAO 1
Custo: 1983.000000
Vertices: 65
Tempo: 0.612949
Label	|	Custo
   9	|	30.000
  34	|	21.000
 125	|	34.000
  96	|	23.000
 110	|	23.000
 133	|	30.000
  29	|	31.000
  86	|	26.000
  59	|	26.000
 145	|	20.000
 150	|	30.000
  45	|	34.000
  25	|	49.000
 103	|	24.000
  65	|	22.000
  24	|	22.000
 141	|	24.000
  54	|	22.000
 129	|	23.000
  38	|	32.000
 139	|	35.000
   7	|	27.000
  82	|	20.000
 128	|	27.000
  49	|	33.000
 148	|	37.000
  33	|	35.000
 123	|	30.000
  66	|	27.000
  10	|	31.000
  70	|	25.000
 115	|	20.000
  93	|	26.000
  80	|	36.000
  26	|	33.000
 105	|	26.000
 146	|	31.000
 100	|	26.000
 117	|	37.000
  37	|	35.000
  20	|	34.000
  89	|	28.000
  40	|	39.000
  67	|	29.000
  23	|	34.000
  32	|	27.000
 102	|	41.000
 140	|	40.000
 114	|	39.000
  91	|	40.000
  71	|	31.000
  85	|	42.000
  55	|	43.000
  35	|	40.000
 108	|	41.000
 130	|	36.000
 124	|	30.000
  72	|	40.000
 112	|	29.000
  12	|	44.000
  39	|	45.000
 111	|	48.000

EXECUCAO 4
Custo: 2039.000000
Vertices: 65
Tempo: 0.641464
Label	|	Custo
 106	|	21.000
  83	|	23.000
 109	|	32.000
   9	|	30.000
  34	|	21.000
 125	|	34.000
  96	|	23.000
 110	|	23.000
 133	|	30.000
  29	|	31.000
  86	|	26.000
  59	|	26.000
 145	|	20.000
 150	|	30.000
  45	|	34.000
  25	|	49.000
 103	|	24.000
  65	|	22.000
  24	|	22.000
 141	|	24.000
  54	|	22.000
 129	|	23.000
  38	|	32.000
 139	|	35.000
   7	|	27.000
  82	|	20.000
 128	|	27.000
  49	|	33.000
 148	|	37.000
  33	|	35.000
 123	|	30.000
  66	|	27.000
  10	|	31.000
  70	|	25.000
 115	|	20.000
  93	|	26.000
  80	|	36.000
  26	|	33.000
 105	|	26.000
 146	|	31.000
 100	|	26.000
 117	|	37.000
  37	|	35.000
  20	|	34.000
  89	|	28.000
  40	|	39.000
  67	|	29.000
  23	|	34.000
  32	|	27.000
 102	|	41.000
 140	|	40.000
 114	|	39.000
  91	|	40.000
  71	|	31.000
  85	|	42.000
  55	|	43.000
  35	|	40.000
 108	|	41.000
 130	|	36.000
 124	|	30.000
  72	|	40.000
 112	|	29.000
  12	|	44.000
  39	|	45.000
 111	|	48.000

EXECUCAO 5
Custo: 2039.000000
Vertices: 65
Tempo: 0.646247
Label	|	Custo
 106	|	21.000
  83	|	23.000
 109	|	32.000
   9	|	30.000
  34	|	21.000
 125	|	34.000
  96	|	23.000
 110	|	23.000
 133	|	30.000
  29	|	31.000
  86	|	26.000
  59	|	26.000
 145	|	20.000
 150	|	30.000
  45	|	34.000
  25	|	49.000
 103	|	24.000
  65	|	22.000
  24	|	22.000
 141	|	24.000
  54	|	22.000
 129	|	23.000
  38	|	32.000
 139	|	35.000
   7	|	27.000
  82	|	20.000
 128	|	27.000
  49	|	33.000
 148	|	37.000
  33	|	35.000
 123	|	30.000
  66	|	27.000
  10	|	31.000
  70	|	25.000
 115	|	20.000
  93	|	26.000
  80	|	36.000
  26	|	33.000
 105	|	26.000
 146	|	31.000
 100	|	26.000
 117	|	37.000
  37	|	35.000
  20	|	34.000
  89	|	28.000
  40	|	39.000
  67	|	29.000
  23	|	34.000
  32	|	27.000
 102	|	41.000
 140	|	40.000
 114	|	39.000
  91	|	40.000
  71	|	31.000
  85	|	42.000
  55	|	43.000
  35	|	40.000
 108	|	41.000
 130	|	36.000
 124	|	30.000
  72	|	40.000
 112	|	29.000
  12	|	44.000
  39	|	45.000
 111	|	48.000

EXECUCAO 6
Custo: 2077.000000
Vertices: 64
Tempo: 0.646068
Label	|	Custo
 103	|	24.000
  52	|	22.000
  31	|	28.000
  88	|	32.000
 109	|	32.000
  32	|	27.000
  54	|	22.000
 101	|	23.000
  99	|	35.000
  60	|	23.000
  47	|	30.000
  80	|	36.000
 145	|	20.000
 113	|	25.000
  34	|	21.000
  74	|	22.000
  86	|	26.000
 117	|	37.000
 112	|	29.000
 128	|	27.000
  25	|	49.000
 125	|	34.000
  20	|	34.000
 100	|	26.000
  87	|	33.000
  45	|	34.000
 124	|	30.000
  15	|	22.000
  50	|	38.000
 105	|	26.000
 131	|	40.000
  49	|	33.000
 130	|	36.000
   5	|	36.000
  23	|	34.000
  96	|	23.000
 129	|	23.000
  63	|	37.000
  69	|	30.000
  48	|	35.000
 102	|	41.000
 106	|	21.000
  57	|	25.000
  83	|	23.000
   2	|	40.000
  17	|	23.000
  89	|	28.000
  11	|	35.000
  35	|	40.000
 132	|	42.000
  51	|	42.000
  44	|	38.000
  55	|	43.000
 118	|	44.000
  67	|	29.000
  91	|	40.000
 138	|	45.000
  39	|	45.000
  36	|	46.000
 110	|	23.000
  30	|	34.000
 111	|	48.000
  98	|	49.000
 116	|	39.000

EXECUCAO 7
Custo: 2077.000000
Vertices: 64
Tempo: 0.643704
Label	|	Custo
 103	|	24.000
  52	|	22.000
  31	|	28.000
  88	|	32.000
 109	|	32.000
  32	|	27.000
  54	|	22.000
 101	|	23.000
  99	|	35.000
  60	|	23.000
  47	|	30.000
  80	|	36.000
 145	|	20.000
 113	|	25.000
  34	|	21.000
  74	|	22.000
  86	|	26.000
 117	|	37.000
 112	|	29.000
 128	|	27.000
  25	|	49.000
 125	|	34.000
  20	|	34.000
 100	|	26.000
  87	|	33.000
  45	|	34.000
 124	|	30.000
  15	|	22.000
  50	|	38.000
 105	|	26.000
 131	|	40.000
  49	|	33.000
 130	|	36.000
   5	|	36.000
  23	|	34.000
  96	|	23.000
 129	|	23.000
  63	|	37.000
  69	|	30.000
  48	|	35.000
 102	|	41.000
 106	|	21.000
  57	|	25.000
  83	|	23.000
   2	|	40.000
  17	|	23.000
  89	|	28.000
  11	|	35.000
  35	|	40.000
 132	|	42.000
  51	|	42.000
  44	|	38.000
  55	|	43.000
 118	|	44.000
  67	|	29.000
  91	|	40.000
 138	|	45.000
  39	|	45.000
  36	|	46.000
 110	|	23.000
  30	|	34.000
 111	|	48.000
  98	|	49.000
 116	|	39.000

EXECUCAO 8
Custo: 2011.000000
Vertices: 64
Tempo: 0.634878
Label	|	Custo
  21	|	26.000
 125	|	34.000
  45	|	34.000
  77	|	42.000
  60	|	23.000
 145	|	20.000
 124	|	30.000
  15	|	22.000
 107	|	22.000
 103	|	24.000
   6	|	25.000
 109	|	32.000
 105	|	26.000
 101	|	23.000
 115	|	20.000
  81	|	22.000
  14	|	20.000
  29	|	31.000
  42	|	36.000
  27	|	35.000
  89	|	28.000
 110	|	23.000
  99	|	35.000
  71	|	31.000
  86	|	26.000
 150	|	30.000
  88	|	32.000
 123	|	30.000
  50	|	38.000
  96	|	23.000
 100	|	26.000
 128	|	27.000
 135	|	32.000
  46	|	33.000
 104	|	27.000
  38	|	32.000
 106	|	21.000
  67	|	29.000
 131	|	40.000
  34	|	21.000
  70	|	25.000
  52	|	22.000
  17	|	23.000
  72	|	40.000
 102	|	41.000
  75	|	40.000
  49	|	33.000
  83	|	23.000
  35	|	40.000
 113	|	25.000
  57	|	25.000
  91	|	40.000
   2	|	40.000
  58	|	43.000
  44	|	38.000
  40	|	39.000
  30	|	34.000
  23	|	34.000
  55	|	43.000
 121	|	44.000
 111	|	48.000
  39	|	45.000
  36	|	46.000
  98	|	49.000

EXECUCAO 9
Custo: 2011.000000
Vertices: 64
Tempo: 0.653957
Label	|	Custo
  21	|	26.000
 125	|	34.000
  45	|	34.000
  77	|	42.000
  60	|	23.000
 145	|	20.000
 124	|	30.000
  15	|	22.000
 107	|	22.000
 103	|	24.000
   6	|	25.000
 109	|	32.000
 105	|	26.000
 101	|	23.000
 115	|	20.000
  81	|	22.000
  14	|	20.000
  29	|	31.000
  42	|	36.000
  27	|	35.000
  89	|	28.000
 110	|	23.000
  99	|	35.000
  71	|	31.000
  86	|	26.000
 150	|	30.000
  88	|	32.000
 123	|	30.000
  50	|	38.000
  96	|	23.000
 100	|	26.000
 128	|	27.000
 135	|	32.000
  46	|	33.000
 104	|	27.000
  38	|	32.000
 106	|	21.000
  67	|	29.000
 131	|	40.000
  34	|	21.000
  70	|	25.000
  52	|	22.000
  17	|	23.000
  72	|	40.000
 102	|	41.000
  75	|	40.000
  49	|	33.000
  83	|	23.000
  35	|	40.000
 113	|	25.000
  57	|	25.000
  91	|	40.000
   2	|	40.000
  58	|	43.000
  44	|	38.000
  40	|	39.000
  30	|	34.000
  23	|	34.000
  55	|	43.000
 121	|	44.000
 111	|	48.000
  39	|	45.000
  36	|	46.000
  98	|	49.000

EXECUCAO 10
Custo: 2028.000000
Vertices: 64
Tempo: 0.658288
Label	|	Custo
  21	|	26.000
  10	|	31.000
  31	|	28.000
  20	|	34.000
 113	|	25.000
  26	|	33.000
  87	|	33.000
  45	|	34.000
  57	|	25.000
   7	|	27.000
  83	|	23.000
 107	|	22.000
  96	|	23.000
 133	|	30.000
 104	|	27.000
 128	|	27.000
 106	|	21.000
  89	|	28.000
 109	|	32.000
  48	|	35.000
  11	|	35.000
 112	|	29.000
  74	|	22.000
 101	|	23.000
 103	|	24.000
  47	|	30.000
  99	|	35.000
 100	|	26.000
  69	|	30.000
 139	|	35.000
  30	|	34.000
  49	|	33.000
 117	|	37.000
   9	|	30.000
  52	|	22.000
  34	|	21.000
 140	|	40.000
  54	|	22.000
  32	|	27.000
 145	|	20.000
 146	|	31.000
 125	|	34.000
  93	|	26.000
  91	|	40.000
  86	|	26.000
 124	|	30.000
  23	|	34.000
 130	|	36.000
 102	|	41.000
 105	|	26.000
 116	|	39.000
 114	|	39.000
  61	|	40.000
  62	|	41.000
  55	|	43.000
 138	|	45.000
 120	|	45.000
  65	|	22.000
  35	|	40.000
  36	|	46.000
  12	|	44.000
 122	|	47.000
  70	|	25.000
  98	|	49.000

=====

